"Dataset"	"Disease"	"Tissue"	"Sample"	"Replicate"	"ORF1p"	"ORF2p"	"ORF0"	"ORF1p_variants"	"ORF2p_variants"	"HERV_proteins"	"PTMs"
"275"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	127	1	0	0	0	"ORF1p_PA2_21_(1.707),ORF1p_PA2_13_(1.707),ORF1p_PA2_20_(1.707)"	"ORF2p_HS_116_(1.707),ORF2p_PA2_7_(1.707),ORF2p_HS_25_(1.707),ORF2p_HS_52_(1.707),ORF2p_HS_36_(1.707),ORF2p_PA2_30_(1.707),ORF2p_HS_39_(1.707),ORF2p_PA2_12_(1.707),ORF2p_HS_42_(1.707)"	"Q902F9_(1.707)"	NA
"276"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	128	1	0	1.08538350217077	0	"ORF1p_HS_19_(1.085),ORF1p_HS_33_(1.085),ORF1p_HOT_2_(1.085)"	"ORF2p_HOT_5_(1.085),ORF2p_HS_9_(1.085),ORF2p_PA2_30_(1.085),ORF2p_PA2_18_(1.085),ORF2p_PA2_28_(1.085),ORF2p_PA2_15_(1.085)"	"C9J7D0_(1.085)"	NA
"277"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	129	1	0	0	0	"ORF1p_HS_61_(4.321),ORF1p_HS_78_(4.321)"	"ORF2p_PA2_7_(4.321),ORF2p_HS_25_(4.321),ORF2p_HS_43_(4.321),ORF2p_PA2_4_(4.321),ORF2p_HS_67_(4.321),ORF2p_HS_2_(4.321)"	"P61576_(4.321)"	NA
"278"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	130	1	0	0	0	"0"	"0"	"0"	NA
"279"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	131	1	0	0	0	"0"	"0"	"0"	NA
"280"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	132	1	0	0	0	"0"	"0"	"0"	NA
"281"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	133	1	0	0	0	"0"	"0"	"0"	NA
"282"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	134	1	0	0	0	"ORF1p_HS_74_(1.883)"	"ORF2p_PA2_29_(2.508),ORF2p_PA2_23_(2.508),ORF2p_HS_105_(1.883),ORF2p_PA2_7_(1.883),ORF2p_HS_39_(1.883),ORF2p_PA2_17_(1.883),ORF2p_PA2_3_(1.883),ORF2p_PA2_2_(1.883),ORF2p_PA2_18_(1.883),ORF2p_HS_85_(1.883),ORF2p_PA2_19_(1.883),ORF2p_HS_36_(1.883),ORF2p_HS_72_(1.883),ORF2p_HS_34_(1.883),ORF2p_HS_88_(1.883),ORF2p_HS_109_(1.883)"	"0"	NA
"283"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	135	1	0	0	0	"0"	"0"	"0"	NA
"284"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	136	1	0	0	0	"0"	"0"	"0"	NA
"285"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	137	1	0	0	0	"0"	"0"	"0"	NA
"286"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	138	1	0	0	0	"0"	"0"	"0"	NA
"287"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	139	1	0	0	0	"0"	"0"	"0"	NA
"288"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	140	1	0	0	0	"ORF1p_HS_109_(0.692),ORF1p_HS_55_(0.692)"	"ORF2p_HS_39_(0.692),ORF2p_HS_120_(0.692),ORF2p_HS_116_(0.692),ORF2p_PA2_6_(0.692),ORF2p_HS_36_(0.692)"	"0"	NA
"289"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	141	1	0	0	0	"0"	"0"	"0"	NA
"290"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	142	1	0	0	0	"ORF1p_HS_33_(2.874),ORF1p_PA2_30_(2.874)"	"ORF2p_PA2_8_(2.874),ORF2p_HS_116_(2.874),ORF2p_PA2_4_(2.874),ORF2p_PA2_34_(2.874),ORF2p_HS_2_(2.874),ORF2p_PA2_11_(2.874)"	"c(Q9XRX5_(3.275), P61576_(2.874), Q902F9_(2.874))"	NA
"291"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	143	1	0	0	0	"ORF1p_HS_98_(2.134),ORF1p_PA2_27_(2.134)"	"ORF2p_PA2_7_(2.134),ORF2p_HS_86_(2.134),ORF2p_HS_18_(2.134),ORF2p_HS_103_(2.134),ORF2p_HS_12_(2.134),ORF2p_HS_36_(2.134)"	"0"	NA
"292"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	144	1	0	0	0	"0"	"0"	"0"	NA
"293"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	145	1	0	0	0	"0"	"0"	"0"	NA
"294"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	146	1	0	0	0	"ORF1p_HS_82_(1.415),ORF1p_HS_116_(1.415),ORF1p_PA2_31_(1.415),ORF1p_PA2_11_(1.415),ORF1p_PA2_23_(1.415)"	"ORF2p_PA2_25_(1.415),ORF2p_PA2_8_(1.415),ORF2p_PA2_9_(1.415),ORF2p_HS_53_(1.415),ORF2p_PA2_7_(1.415),ORF2p_HS_120_(1.415),ORF2p_PA2_34_(1.415),ORF2p_HS_116_(1.415)"	"C9JY47_(1.415)"	NA
"295"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	147	1	0	0	0	"0"	"0"	"0"	NA
"296"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	148	1	0	0	0	"0"	"ORF2p_PA2_29_(1.491),ORF2p_PA2_26_(1.491),ORF2p_PA2_13_(1.491)"	"0"	NA
"297"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	149	1	0	0	0	"ORF1p_HS_1_(2.863),ORF1p_HS_103_(2.863),ORF1p_HOT_2_(2.863),ORF1p_PA2_4_(2.863)"	"ORF2p_HS_21_(2.863),ORF2p_HS_25_(2.863),ORF2p_PA2_4_(2.863)"	"0"	NA
"298"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	150	1	0	0	0	"0"	"0"	"0"	NA
"299"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	151	1	0	0	0	"0"	"0"	"0"	NA
"300"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	152	1	0	0	0	"0"	"0"	"0"	NA
"301"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	153	1	0	0	0	"0"	"0"	"0"	NA
"302"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	154	1	0	0	0	"0"	"0"	"0"	NA
"303"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	155	1	0	0	0	"0"	"0"	"0"	NA
"304"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	156	1	0	0	0	"0"	"0"	"0"	NA
"305"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	157	1	0	0	0	"0"	"0"	"0"	NA
"306"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	158	1	0	0	0	"0"	"0"	"0"	NA
"307"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	159	1	0	0	0	"0"	"0"	"0"	NA
"308"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	160	1	0	0	0	"ORF1p_HS_24_(1.461),ORF1p_HS_55_(1.461),ORF1p_PA2_5_(1.461)"	"ORF2p_HS_112_(1.461),ORF2p_PA2_16_(1.461),ORF2p_HS_122_(1.461),ORF2p_HS_71_(1.461),ORF2p_PA2_20_(1.461),ORF2p_HS_39_(1.461),ORF2p_HS_10_(1.461),ORF2p_PA2_14_(1.461),ORF2p_PA2_34_(1.461),ORF2p_PA2_32_(1.461),ORF2p_PA2_15_(1.461)"	"C9JL84_(1.461)"	NA
"309"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	161	1	0	0	0	"0"	"0"	"0"	NA
"310"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	162	1	0	0	0	"0"	"0"	"0"	NA
"311"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	163	1	0	0	0	"0"	"0"	"0"	NA
"312"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	164	1	0	0	0	"0"	"0"	"0"	NA
"313"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	165	1	0	0	0	"0"	"0"	"0"	NA
"314"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	166	1	0	0	0	"ORF1p_PA2_16_(2.187),ORF1p_PA2_20_(2.187)"	"ORF2p_HS_47_(2.798),ORF2p_HS_115_(2.187),ORF2p_HS_7_(2.187),ORF2p_HS_116_(2.187),ORF2p_HS_36_(2.187),ORF2p_HS_9_(2.187),ORF2p_HS_25_(2.187),ORF2p_HS_20_(2.187),ORF2p_HS_60_(2.187),ORF2p_HS_42_(2.187),ORF2p_HOT_3_(2.187)"	"0"	NA
"315"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	167	1	0	0	0	"0"	"0"	"0"	NA
"316"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	168	1	0	0	0	"0"	"0"	"0"	NA
"317"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	169	1	0	0	0	"ORF1p_HS_92_(3.519)"	"ORF2p_HS_7_(3.519),ORF2p_HS_45_(3.519)"	"0"	NA
"318"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	170	1	0	0	0	"0"	"0"	"0"	NA
"319"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	171	1	0	0	0	"0"	"0"	"0"	NA
"320"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	172	1	0	0	0	"0"	"0"	"0"	NA
"321"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	173	1	0	0	0	"0"	"0"	"0"	NA
"322"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	174	1	0	0	0	"ORF1p_PA2_13_(3.832),ORF1p_HS_96_(3.832)"	"ORF2p_HS_120_(3.832),ORF2p_PA2_15_(3.832),ORF2p_HS_1_(3.832),ORF2p_HS_25_(3.832),ORF2p_PA2_20_(3.832),ORF2p_PA2_30_(3.832),ORF2p_HS_67_(3.832),ORF2p_HOT_1_(3.832),ORF2p_HS_21_(3.832),ORF2p_PA2_23_(3.832)"	"Q9N2J8_(3.832)"	NA
"323"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	175	1	0	0	0	"0"	"0"	"0"	NA
"324"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	176	1	0	0	0	"0"	"0"	"0"	NA
"325"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	177	1	0	0	0	"0"	"0"	"0"	NA
"326"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	178	1	0	0	0	"0"	"0"	"0"	NA
"327"	"PXD003406"	"healthy"	NA	1	1	0	0	0	"0"	"0"	"0"	NA
"328"	"PXD003406"	"healthy"	NA	2	1	0	0	0	"ORF1p_HS_54_(18.588)"	"ORF2p_PA2_31_(8.882)"	"0"	NA
"329"	"PXD003406"	"healthy"	NA	3	1	0	0	0	"ORF1p_HS_94_(50.296)"	"ORF2p_PA2_34_(23.229)"	"0"	NA
"330"	"PXD003406"	"healthy"	NA	4	1	0	0	0	"ORF1p_HS_94_(65.672)"	"0"	"0"	NA
"331"	"PXD003406"	"healthy"	NA	5	1	0	0	0	"ORF1p_PA2_15_(11.744)"	"ORF2p_PA2_9_(47.368)"	"0"	NA
"332"	"PXD003406"	"healthy"	NA	6	1	0	0	0	"ORF1p_HS_54_(14.925)"	"ORF2p_PA2_7_(2.062)"	"0"	NA
"333"	"PXD003406"	"healthy"	NA	7	1	0	0	0	"0"	"ORF2p_HS_92_(27.123),ORF2p_HS_103_(26.942)"	"0"	NA
"334"	"PXD003406"	"healthy"	NA	8	1	0	0	0	"0"	"0"	"0"	NA
"335"	"PXD003406"	"healthy"	NA	9	1	0	0	0	"ORF1p_HS_96_(32.558)"	"ORF2p_HS_39_(39.583)"	"0"	NA
"336"	"PXD003406"	"healthy"	NA	10	1	0	0	0	"0"	"ORF2p_HS_19_(54.564)"	"0"	NA
"337"	"PXD003406"	"healthy"	NA	11	1	0	0	0	"0"	"ORF2p_HS_116_(56.25),ORF2p_HS_40_(45.163),ORF2p_HS_24_(45.163)"	"0"	NA
"338"	"PXD003406"	"healthy"	NA	12	1	0	0	0	"ORF1p_HS_68_(48.34)"	"ORF2p_HS_116_(88.912),ORF2p_HS_20_(58.985),ORF2p_PA2_2_(52.11),ORF2p_HS_40_(37.578),ORF2p_PA2_13_(27.893)"	"0"	NA
"339"	"PXD003406"	"healthy"	NA	13	1	0	0	0	"0"	"ORF2p_HS_116_(50.743)"	"0"	NA
"340"	"PXD003406"	"healthy"	NA	14	1	0	0	0	"0"	"ORF2p_HS_85_(19.476),ORF2p_PA2_4_(15.631),ORF2p_HS_7_(13.648)"	"0"	NA
"341"	"PXD003406"	"healthy"	NA	15	1	0	0	0	"ORF1p_HS_53_(17.045)"	"ORF2p_PA2_23_(91.451),ORF2p_PA2_26_(17.442),ORF2p_HS_105_(13.852),ORF2p_HS_106_(3.718)"	"0"	NA
"342"	"PXD003406"	"healthy"	NA	16	1	0	0	0	"ORF1p_PA2_12_(19.355),ORF1p_HS_84_(8.957)"	"ORF2p_HS_114_(28.188),ORF2p_HS_52_(25.575),ORF2p_PA2_13_(15.074),ORF2p_HS_88_(8.957),ORF2p_HS_100_(8.133),ORF2p_HS_116_(3.562)"	"C9JL84_(4.144)"	NA
"343"	"PXD003406"	"healthy"	NA	17	1	0	0	0	"ORF1p_PA2_12_(10.256)"	"ORF2p_HS_101_(18.354),ORF2p_HS_20_(8.163)"	"0"	NA
"344"	"PXD003406"	"healthy"	NA	18	1	0	41.8439716312057	0	"0"	"0"	"0"	NA
"345"	"PXD003406"	"healthy"	NA	19	1	0	0	0	"0"	"0"	"0"	NA
"346"	"PXD003406"	"healthy"	NA	20	1	0	0	0	"ORF1p_PA2_12_(38.532)"	"ORF2p_PA2_19_(40.367),ORF2p_HS_103_(34.862),ORF2p_PA2_29_(33.333)"	"0"	NA
"347"	"PXD003406"	"healthy"	NA	21	1	0	0	0	"ORF1p_PA2_12_(17.234)"	"ORF2p_HS_20_(8.584)"	"C9J7D0_(19.463)"	NA
"348"	"PXD003406"	"healthy"	NA	22	1	0	78.5714285714286	0	"0"	"0"	"0"	NA
"349"	"PXD003406"	"healthy"	NA	23	1	0	0	0	"ORF1p_HS_55_(27.232)"	"ORF2p_PA2_25_(29.114)"	"0"	NA
"350"	"PXD003406"	"healthy"	NA	24	1	0	0	0	"0"	"0"	"0"	NA
"351"	"PXD003406"	"healthy"	NA	25	1	0	0	0	"0"	"ORF2p_HS_7_(46.875),ORF2p_HS_36_(37.059)"	"0"	NA
"352"	"PXD003406"	"healthy"	NA	26	1	0	0	0	"0"	"ORF2p_PA2_20_(74.138)"	"0"	NA
"353"	"PXD003407"	"healthy"	NA	1	1	0	0	0	"0"	"ORF2p_HS_32_(64.423)"	"0"	NA
"354"	"PXD003407"	"healthy"	NA	2	1	0	0	0	"ORF1p_HS_96_(19.5)"	"ORF2p_PA2_25_(27.554),ORF2p_HS_78_(7.794),ORF2p_HS_102_(7.39),ORF2p_HS_22_(4.422)"	"0"	NA
"355"	"PXD003407"	"healthy"	NA	3	1	0	0	0	"0"	"ORF2p_PA2_4_(25.27)"	"0"	NA
"356"	"PXD003407"	"healthy"	NA	4	1	0	0	0	"0"	"0"	"0"	NA
"357"	"PXD003407"	"healthy"	NA	5	1	0	0	0	"0"	"0"	"0"	NA
"358"	"PXD003407"	"healthy"	NA	6	1	0	0	0	"0"	"ORF2p_PA2_26_(99.281),ORF2p_PA2_25_(30.552)"	"0"	NA
"359"	"PXD003407"	"healthy"	NA	7	1	0	0	0	"0"	"ORF2p_HS_103_(15.331)"	"0"	NA
"360"	"PXD003407"	"healthy"	NA	8	1	0	0	0	"0"	"ORF2p_PA2_22_(18.777),ORF2p_PA2_19_(17.727),ORF2p_HS_85_(13.183)"	"P62684_(24.096)"	NA
"361"	"PXD003407"	"healthy"	NA	9	1	0	0	0	"0"	"0"	"0"	NA
"362"	"PXD003407"	"healthy"	NA	10	1	0	0	0	"0"	"ORF2p_HS_85_(45.768)"	"0"	NA
"363"	"PXD003407"	"healthy"	NA	11	1	0	0	0	"0"	"ORF2p_PA2_14_(52.663),ORF2p_HS_116_(21.622),ORF2p_PA2_4_(10.651)"	"0"	NA
"364"	"PXD003407"	"healthy"	NA	12	1	0	0	0	"0"	"ORF2p_PA2_29_(31.722),ORF2p_PA3_1_(15.341),ORF2p_HS_116_(14.551)"	"0"	NA
"365"	"PXD003407"	"healthy"	NA	13	1	0	0	0	"0"	"ORF2p_HS_108_(62.226),ORF2p_PA2_32_(54.029),ORF2p_HS_40_(15.652),ORF2p_HS_7_(1.923)"	"0"	NA
"366"	"PXD003407"	"healthy"	NA	14	1	0	0	0	"0"	"0"	"0"	NA
"367"	"PXD003407"	"healthy"	NA	15	1	0	0	0	"0"	"0"	"C9JL84_(39.899)"	NA
"368"	"PXD003407"	"healthy"	NA	16	1	0	0	0	"0"	"0"	"0"	NA
"369"	"PXD003407"	"healthy"	NA	17	1	0	0	0	"ORF1p_PA2_19_(37.417),ORF1p_HS_44_(18.874)"	"0"	"0"	NA
"370"	"PXD003407"	"healthy"	NA	18	1	0	0	0	"0"	"0"	"0"	NA
"371"	"PXD003407"	"healthy"	NA	19	1	0	0	0	"ORF1p_HS_97_(29.73)"	"0"	"0"	NA
"372"	"PXD003407"	"healthy"	NA	20	1	0	0	0	"0"	"0"	"0"	NA
"373"	"PXD003407"	"healthy"	NA	21	1	15.5440414507772	0	0	"ORF1p_HS_84_(15.695)"	"ORF2p_HS_102_(21.875),ORF2p_PA2_34_(17.734),ORF2p_PA2_4_(10.638)"	"0"	NA
"374"	"PXD003407"	"healthy"	NA	22	1	0	0	0	"0"	"ORF2p_PA2_19_(40)"	"0"	NA
"375"	"PXD003407"	"healthy"	NA	23	1	0	52.8089887640449	0	"ORF1p_HS_94_(20.732)"	"ORF2p_HS_7_(39.13)"	"0"	NA
"376"	"PXD003407"	"healthy"	NA	24	1	0	0	0	"0"	"0"	"0"	NA
"377"	"PXD003407"	"healthy"	NA	25	1	0	0	0	"0"	"ORF2p_PA2_27_(22.335)"	"0"	NA
"378"	"PXD003407"	"healthy"	NA	26	1	0	0	0	"0"	"0"	"0"	NA
"379"	"PXD003408"	"healthy"	NA	1	1	0	0	0	"0"	"0"	"0"	NA
"380"	"PXD003408"	"healthy"	NA	2	1	0	0	0	"0"	"ORF2p_PA2_22_(26.786)"	"0"	NA
"381"	"PXD003408"	"healthy"	NA	3	1	0	0	0	"0"	"ORF2p_HS_88_(24.138),ORF2p_PA2_6_(23.121),ORF2p_PA2_35_(20.107),ORF2p_PA2_33_(19.121)"	"0"	NA
"382"	"PXD003408"	"healthy"	NA	4	1	0	0	0	"0"	"ORF2p_HS_9_(20)"	"0"	NA
"383"	"PXD003408"	"healthy"	NA	5	1	0	0	0	"0"	"0"	"0"	NA
"384"	"PXD003408"	"healthy"	NA	6	1	41.747572815534	0	0	"0"	"ORF2p_HS_22_(47.208)"	"0"	NA
"385"	"PXD003408"	"healthy"	NA	7	1	0	0	0	"ORF1p_HS_115_(22.063)"	"ORF2p_PA2_6_(8.741)"	"0"	NA
"386"	"PXD003408"	"healthy"	NA	8	1	0	0	0	"ORF1p_HS_30_(34.559)"	"0"	"0"	NA
"387"	"PXD003408"	"healthy"	NA	9	1	0	0	0	"0"	"ORF2p_PA2_26_(58.513),ORF2p_HS_108_(27.578)"	"0"	NA
"388"	"PXD003408"	"healthy"	NA	10	1	0	0	0	"0"	"0"	"0"	NA
"389"	"PXD003408"	"healthy"	NA	11	1	0	0	0	"0"	"0"	"0"	NA
"390"	"PXD003408"	"healthy"	NA	12	1	0	0	0	"0"	"0"	"0"	NA
"391"	"PXD003408"	"healthy"	NA	13	1	0	0	0	"0"	"ORF2p_HS_7_(22.556)"	"0"	NA
"392"	"PXD003408"	"healthy"	NA	14	1	0	0	0	"0"	"ORF2p_HS_7_(12.605)"	"0"	NA
"393"	"PXD003408"	"healthy"	NA	15	1	0	0	0	"0"	"0"	"0"	NA
"394"	"PXD003408"	"healthy"	NA	16	1	0	0	0	"0"	"0"	"0"	NA
"395"	"PXD003408"	"healthy"	NA	17	1	0	0	0	"0"	"ORF2p_HS_106_(56.796)"	"0"	NA
"396"	"PXD003408"	"healthy"	NA	18	1	0	0	0	"0"	"0"	"0"	NA
"397"	"PXD003408"	"healthy"	NA	19	1	0	0	0	"0"	"ORF2p_HS_42_(4.425)"	"0"	NA
"398"	"PXD003408"	"healthy"	NA	20	1	0	0	0	"ORF1p_PA2_7_(40.127)"	"ORF2p_PA3_1_(43.312)"	"0"	NA
"399"	"PXD003408"	"healthy"	NA	21	1	0	0	0	"0"	"ORF2p_PA2_21_(8.146),ORF2p_HS_106_(7.665),ORF2p_HS_56_(4.321)"	"P63132_(58.307)"	NA
"400"	"PXD003408"	"healthy"	NA	22	1	0	0	0	"0"	"0"	"0"	NA
"401"	"PXD003408"	"healthy"	NA	23	1	16.9398907103825	0	0	"0"	"ORF2p_HS_102_(57.065)"	"0"	NA
"402"	"PXD003408"	"healthy"	NA	24	1	0	0	0	"0"	"0"	"0"	NA
"403"	"PXD003408"	"healthy"	NA	25	1	0	0	0	"0"	"0"	"0"	NA
"404"	"PXD003408"	"healthy"	NA	26	1	0	0	0	"0"	"0"	"0"	NA
"405"	"PXD003409"	"healthy"	NA	1	1	0	0	0	"0"	"ORF2p_HS_72_(18.902)"	"0"	NA
"406"	"PXD003409"	"healthy"	NA	2	1	0	0	0	"0"	"0"	"0"	NA
"407"	"PXD003409"	"healthy"	NA	3	1	0	0	0	"0"	"ORF2p_PA2_4_(23.571)"	"0"	NA
"408"	"PXD003409"	"healthy"	NA	4	1	0	0	0	"0"	"ORF2p_HS_85_(30.769),ORF2p_HS_122_(17.949)"	"0"	NA
"409"	"PXD003409"	"healthy"	NA	5	1	0	0	0	"0"	"0"	"0"	NA
"410"	"PXD003409"	"healthy"	NA	6	1	0	0	0	"0"	"ORF2p_PA2_19_(7.407)"	"0"	NA
"411"	"PXD003409"	"healthy"	NA	7	1	0	0	0	"0"	"ORF2p_PA2_15_(10.37)"	"0"	NA
"412"	"PXD003409"	"healthy"	NA	8	1	0	0	0	"0"	"0"	"0"	NA
"413"	"PXD003409"	"healthy"	NA	9	1	0	0	0	"0"	"ORF2p_HOT_4_(31.759),ORF2p_HS_108_(7.552)"	"0"	NA
"414"	"PXD003409"	"healthy"	NA	10	1	0	0	0	"ORF1p_PA2_7_(2.556)"	"ORF2p_HS_42_(1.049)"	"P61576_(2.556)"	NA
"415"	"PXD003409"	"healthy"	NA	11	1	0	0	0	"0"	"ORF2p_HS_7_(12.928)"	"0"	NA
"416"	"PXD003409"	"healthy"	NA	12	1	0	0	0	"0"	"ORF2p_PA2_4_(10.442),ORF2p_HS_7_(3.252)"	"0"	NA
"417"	"PXD003409"	"healthy"	NA	13	1	0	0	0	"0"	"ORF2p_HS_7_(12.5)"	"0"	NA
"418"	"PXD003409"	"healthy"	NA	14	1	0	0	0	"0"	"ORF2p_HS_7_(32.494)"	"0"	NA
"419"	"PXD003409"	"healthy"	NA	15	1	0	0	0	"ORF1p_PA2_30_(31.858),ORF1p_HS_75_(14.545)"	"ORF2p_HS_121_(47.009)"	"0"	NA
"420"	"PXD003409"	"healthy"	NA	16	1	0	0	0	"ORF1p_HS_54_(29.286)"	"ORF2p_HS_106_(26.923)"	"0"	NA
"421"	"PXD003409"	"healthy"	NA	17	1	0	0	0	"0"	"0"	"0"	NA
"422"	"PXD003409"	"healthy"	NA	18	1	0	13.2530120481928	0	"0"	"ORF2p_PA2_28_(64.331),ORF2p_PA2_2_(56.688),ORF2p_PA2_21_(13.497)"	"0"	NA
"423"	"PXD003409"	"healthy"	NA	19	1	0	7.01402805611222	0	"0"	"0"	"0"	NA
"424"	"PXD003409"	"healthy"	NA	20	1	0	0	0	"ORF1p_HS_54_(17.46)"	"0"	"0"	NA
"425"	"PXD003409"	"healthy"	NA	21	1	0	0	0	"0"	"0"	"P63132_(16.19)"	NA
"426"	"PXD003409"	"healthy"	NA	22	1	0	0	0	"0"	"ORF2p_PA2_16_(1.802)"	"0"	NA
"427"	"PXD003409"	"healthy"	NA	23	1	0	0	0	"0"	"ORF2p_HS_7_(40.909)"	"0"	NA
"428"	"PXD003409"	"healthy"	NA	24	1	0	0	0	"ORF1p_PA2_15_(79.012)"	"0"	"0"	NA
"429"	"PXD003409"	"healthy"	NA	25	1	0	0	0	"0"	"ORF2p_HS_7_(39.216)"	"0"	NA
"430"	"PXD003409"	"healthy"	NA	26	1	0	0	0	"0"	"0"	"0"	NA
"431"	"PXD003411"	"healthy"	NA	1	1	0	0	0	"ORF1p_HS_94_(30.806)"	"ORF2p_PA2_25_(22.439)"	"0"	NA
"432"	"PXD003411"	"healthy"	NA	2	1	0	0	0	"0"	"0"	"0"	NA
"433"	"PXD003411"	"healthy"	NA	3	1	0	0	0	"0"	"0"	"0"	NA
"434"	"PXD003411"	"healthy"	NA	4	1	0	0	0	"ORF1p_HS_94_(20.645)"	"ORF2p_HS_2_(22.876),ORF2p_PA2_28_(18.421)"	"0"	NA
"435"	"PXD003411"	"healthy"	NA	5	1	0	0	0	"0"	"ORF2p_HS_2_(11.25)"	"0"	NA
"436"	"PXD003411"	"healthy"	NA	6	1	0	0	0	"0"	"0"	"0"	NA
"437"	"PXD003412"	"healthy"	NA	1	1	0	0	0	"ORF1p_HS_107_(26.134),ORF1p_PA2_14_(6.416)"	"ORF2p_PA2_22_(22.197),ORF2p_PA2_23_(18.04),ORF2p_HS_116_(6.416)"	"0"	NA
"438"	"PXD003412"	"healthy"	NA	2	1	0	0	0	"0"	"ORF2p_HS_20_(18.293)"	"0"	NA
"439"	"PXD003412"	"healthy"	NA	3	1	0	0	0	"ORF1p_HS_122_(30.165)"	"ORF2p_PA2_20_(15.782),ORF2p_HS_3_(13.957),ORF2p_HOT_4_(13.108)"	"0"	NA
"440"	"PXD003412"	"healthy"	NA	4	1	0	0	0	"ORF1p_HS_105_(36.559),ORF1p_PA2_31_(29.189)"	"ORF2p_HS_105_(27.461)"	"0"	NA
"441"	"PXD003412"	"healthy"	NA	5	1	0	0	0	"0"	"0"	"0"	NA
"442"	"PXD003412"	"healthy"	NA	6	1	0	0	0	"ORF1p_HS_67_(8.976)"	"0"	"0"	NA
"443"	"PXD003412"	"healthy"	NA	7	1	0	0	0	"0"	"0"	"0"	NA
"444"	"PXD003412"	"healthy"	NA	8	1	0	0	0	"ORF1p_HS_105_(61.307),ORF1p_PA2_31_(17.25)"	"ORF2p_PA2_19_(75.439),ORF2p_HS_2_(12.25)"	"0"	NA
