"Dataset"	"Disease"	"Tissue"	"Sample"	"Replicate"	"ORF1p"	"ORF2p"	"ORF0"	"ORF1p_variants"	"ORF2p_variants"	"HERV_proteins"	"PTMs"	"Study"	"spectralSize"	"diseaseState"
"236"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	88	1	0	0	0	"ORF1p_HS_19_(0.142),ORF1p_HS_34_(0.142)"	"ORF2p_PA2_25_(0.142),ORF2p_PA2_7_(0.142),ORF2p_PA2_15_(0.142),ORF2p_PA2_22_(0.142),ORF2p_HOT_4_(0.142),ORF2p_HS_94_(0.142),ORF2p_PA2_12_(0.142),ORF2p_HS_76_(0.142),ORF2p_HS_72_(0.142)"	"0"	NA	NA	NA	NA
"237"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	89	1	0	0	0	"ORF1p_HS_57_(4.095),ORF1p_PA2_35_(3.952),ORF1p_HS_61_(3.952)"	"ORF2p_HS_26_(3.952),ORF2p_HS_30_(3.952),ORF2p_PA2_27_(3.952),ORF2p_PA2_31_(3.952),ORF2p_HS_68_(3.952),ORF2p_HS_20_(3.952),ORF2p_PA2_34_(3.952),ORF2p_HS_42_(3.952),ORF2p_HS_71_(3.952),ORF2p_HS_78_(3.952)"	"C9JY47_(3.952)"	NA	NA	NA	NA
"238"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	90	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"239"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	91	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"240"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	92	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"241"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	93	1	0	0	0	"ORF1p_HS_115_(0.088),ORF1p_PA2_4_(0.088),ORF1p_HS_33_(0.088),ORF1p_PA2_30_(0.088),ORF1p_PA2_24_(0.088)"	"ORF2p_HS_115_(0.088),ORF2p_HS_3_(0.088),ORF2p_HS_88_(0.088),ORF2p_HS_105_(0.088),ORF2p_HS_39_(0.088),ORF2p_PA2_2_(0.088),ORF2p_PA2_33_(0.088)"	"C9J7D0_(0.088)"	NA	NA	NA	NA
"242"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	94	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"243"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	95	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"244"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	96	1	0	0	0	"ORF1p_PA3_1_(3.188),ORF1p_HS_59_(3.188),ORF1p_HS_68_(3.188),ORF1p_HS_38_(3.188)"	"ORF2p_HS_5_(3.188),ORF2p_PA2_15_(3.188),ORF2p_HOT_6_(3.188),ORF2p_HS_68_(3.188),ORF2p_HS_106_(3.188),ORF2p_PA2_34_(3.188),ORF2p_HS_46_(3.188)"	"0"	NA	NA	NA	NA
"245"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	97	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"246"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	98	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"247"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	99	1	0	0	0	"ORF1p_HS_57_(2.674),ORF1p_PA2_31_(2.674)"	"ORF2p_HS_45_(2.674),ORF2p_PA2_34_(2.674),ORF2p_PA2_29_(2.674),ORF2p_PA2_32_(2.674)"	"c(Q9XRX5_(2.674), C9JL84_(2.674))"	NA	NA	NA	NA
"248"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	100	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"249"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	101	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"250"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	102	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"251"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	103	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"252"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	104	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"253"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	105	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"254"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	106	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"255"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	107	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"256"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	108	1	0	0	0	"0"	"ORF2p_PA3_1_(4.731)"	"C9JL84_(4.731)"	NA	NA	NA	NA
"257"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	109	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"258"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	110	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"259"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	111	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"260"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	112	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"261"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	113	1	0	0	0	"ORF1p_PA2_4_(3.972),ORF1p_HS_107_(3.441),ORF1p_PA2_15_(3.441),ORF1p_HS_34_(3.441)"	"ORF2p_PA2_31_(3.972),ORF2p_HS_58_(3.441),ORF2p_PA2_18_(3.441),ORF2p_HS_116_(3.441),ORF2p_PA2_5_(3.441),ORF2p_HS_110_(3.441),ORF2p_HS_43_(3.441),ORF2p_PA2_24_(3.441),ORF2p_HS_42_(3.441),ORF2p_HS_71_(3.441),ORF2p_HS_109_(3.441),ORF2p_PA2_6_(3.441),ORF2p_PA2_32_(3.441)"	"P62684_(3.441)"	NA	NA	NA	NA
"262"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	114	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"263"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	115	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"264"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	116	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"265"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	117	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"266"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	118	1	0	0	0	"0"	"ORF2p_HS_52_(6.082),ORF2p_HS_105_(5.958),ORF2p_PA2_7_(5.958),ORF2p_PA2_24_(5.958)"	"Q9N2K0_(5.958)"	NA	NA	NA	NA
"267"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	119	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"268"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	120	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"269"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	121	1	0	0	0	"ORF1p_PA2_16_(1.917)"	"ORF2p_HS_5_(1.917),ORF2p_HS_30_(1.917),ORF2p_HS_14_(1.917),ORF2p_HS_81_(1.917),ORF2p_PA2_26_(1.917),ORF2p_HS_33_(1.917),ORF2p_PA2_33_(1.917),ORF2p_HS_108_(1.917),ORF2p_HS_78_(1.917)"	"C9JY47_(1.917)"	NA	NA	NA	NA
"270"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	122	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"271"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	123	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"272"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	124	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"273"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	125	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"274"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	126	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"275"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	127	1	0	0	0	"ORF1p_PA2_21_(1.707),ORF1p_PA2_13_(1.707),ORF1p_PA2_20_(1.707)"	"ORF2p_HS_116_(1.707),ORF2p_PA2_7_(1.707),ORF2p_HS_25_(1.707),ORF2p_HS_52_(1.707),ORF2p_HS_36_(1.707),ORF2p_PA2_30_(1.707),ORF2p_HS_39_(1.707),ORF2p_PA2_12_(1.707),ORF2p_HS_42_(1.707)"	"Q902F9_(1.707)"	NA	NA	NA	NA
"276"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	128	1	0	1.08538350217077	0	"ORF1p_HS_19_(1.085),ORF1p_HS_33_(1.085),ORF1p_HOT_2_(1.085)"	"ORF2p_HOT_5_(1.085),ORF2p_HS_9_(1.085),ORF2p_PA2_30_(1.085),ORF2p_PA2_18_(1.085),ORF2p_PA2_28_(1.085),ORF2p_PA2_15_(1.085)"	"C9J7D0_(1.085)"	NA	NA	NA	NA
"277"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	129	1	0	0	0	"ORF1p_HS_61_(4.321),ORF1p_HS_78_(4.321)"	"ORF2p_PA2_7_(4.321),ORF2p_HS_25_(4.321),ORF2p_HS_43_(4.321),ORF2p_PA2_4_(4.321),ORF2p_HS_67_(4.321),ORF2p_HS_2_(4.321)"	"P61576_(4.321)"	NA	NA	NA	NA
"278"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	130	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"279"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	131	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"280"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	132	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"281"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	133	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"282"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	134	1	0	0	0	"ORF1p_HS_74_(1.883)"	"ORF2p_PA2_29_(2.508),ORF2p_PA2_23_(2.508),ORF2p_HS_105_(1.883),ORF2p_PA2_7_(1.883),ORF2p_HS_39_(1.883),ORF2p_PA2_17_(1.883),ORF2p_PA2_3_(1.883),ORF2p_PA2_2_(1.883),ORF2p_PA2_18_(1.883),ORF2p_HS_85_(1.883),ORF2p_PA2_19_(1.883),ORF2p_HS_36_(1.883),ORF2p_HS_72_(1.883),ORF2p_HS_34_(1.883),ORF2p_HS_88_(1.883),ORF2p_HS_109_(1.883)"	"0"	NA	NA	NA	NA
"283"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	135	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"284"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	136	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"285"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	137	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"286"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	138	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"287"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	139	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"288"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	140	1	0	0	0	"ORF1p_HS_109_(0.692),ORF1p_HS_55_(0.692)"	"ORF2p_HS_39_(0.692),ORF2p_HS_120_(0.692),ORF2p_HS_116_(0.692),ORF2p_PA2_6_(0.692),ORF2p_HS_36_(0.692)"	"0"	NA	NA	NA	NA
"289"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	141	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"290"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	142	1	0	0	0	"ORF1p_HS_33_(2.874),ORF1p_PA2_30_(2.874)"	"ORF2p_PA2_8_(2.874),ORF2p_HS_116_(2.874),ORF2p_PA2_4_(2.874),ORF2p_PA2_34_(2.874),ORF2p_HS_2_(2.874),ORF2p_PA2_11_(2.874)"	"c(Q9XRX5_(3.275), P61576_(2.874), Q902F9_(2.874))"	NA	NA	NA	NA
"291"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	143	1	0	0	0	"ORF1p_HS_98_(2.134),ORF1p_PA2_27_(2.134)"	"ORF2p_PA2_7_(2.134),ORF2p_HS_86_(2.134),ORF2p_HS_18_(2.134),ORF2p_HS_103_(2.134),ORF2p_HS_12_(2.134),ORF2p_HS_36_(2.134)"	"0"	NA	NA	NA	NA
"292"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	144	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"293"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	145	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"294"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	146	1	0	0	0	"ORF1p_HS_82_(1.415),ORF1p_HS_116_(1.415),ORF1p_PA2_31_(1.415),ORF1p_PA2_11_(1.415),ORF1p_PA2_23_(1.415)"	"ORF2p_PA2_25_(1.415),ORF2p_PA2_8_(1.415),ORF2p_PA2_9_(1.415),ORF2p_HS_53_(1.415),ORF2p_PA2_7_(1.415),ORF2p_HS_120_(1.415),ORF2p_PA2_34_(1.415),ORF2p_HS_116_(1.415)"	"C9JY47_(1.415)"	NA	NA	NA	NA
"295"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	147	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"296"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	148	1	0	0	0	"0"	"ORF2p_PA2_29_(1.491),ORF2p_PA2_26_(1.491),ORF2p_PA2_13_(1.491)"	"0"	NA	NA	NA	NA
"297"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	149	1	0	0	0	"ORF1p_HS_1_(2.863),ORF1p_HS_103_(2.863),ORF1p_HOT_2_(2.863),ORF1p_PA2_4_(2.863)"	"ORF2p_HS_21_(2.863),ORF2p_HS_25_(2.863),ORF2p_PA2_4_(2.863)"	"0"	NA	NA	NA	NA
"298"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	150	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"299"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	151	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"300"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	152	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"301"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	153	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"302"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	154	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"303"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	155	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"304"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	156	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"305"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	157	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"306"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	158	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"307"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	159	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"308"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	160	1	0	0	0	"ORF1p_HS_24_(1.461),ORF1p_HS_55_(1.461),ORF1p_PA2_5_(1.461)"	"ORF2p_HS_112_(1.461),ORF2p_PA2_16_(1.461),ORF2p_HS_122_(1.461),ORF2p_HS_71_(1.461),ORF2p_PA2_20_(1.461),ORF2p_HS_39_(1.461),ORF2p_HS_10_(1.461),ORF2p_PA2_14_(1.461),ORF2p_PA2_34_(1.461),ORF2p_PA2_32_(1.461),ORF2p_PA2_15_(1.461)"	"C9JL84_(1.461)"	NA	NA	NA	NA
"309"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	161	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"310"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	162	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"311"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	163	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"312"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	164	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"313"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	165	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"314"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	166	1	0	0	0	"ORF1p_PA2_16_(2.187),ORF1p_PA2_20_(2.187)"	"ORF2p_HS_47_(2.798),ORF2p_HS_115_(2.187),ORF2p_HS_7_(2.187),ORF2p_HS_116_(2.187),ORF2p_HS_36_(2.187),ORF2p_HS_9_(2.187),ORF2p_HS_25_(2.187),ORF2p_HS_20_(2.187),ORF2p_HS_60_(2.187),ORF2p_HS_42_(2.187),ORF2p_HOT_3_(2.187)"	"0"	NA	NA	NA	NA
"315"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	167	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"316"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	168	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"317"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	169	1	0	0	0	"ORF1p_HS_92_(3.519)"	"ORF2p_HS_7_(3.519),ORF2p_HS_45_(3.519)"	"0"	NA	NA	NA	NA
"318"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	170	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"319"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	171	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"320"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	172	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"321"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	173	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"322"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	174	1	0	0	0	"ORF1p_PA2_13_(3.832),ORF1p_HS_96_(3.832)"	"ORF2p_HS_120_(3.832),ORF2p_PA2_15_(3.832),ORF2p_HS_1_(3.832),ORF2p_HS_25_(3.832),ORF2p_PA2_20_(3.832),ORF2p_PA2_30_(3.832),ORF2p_HS_67_(3.832),ORF2p_HOT_1_(3.832),ORF2p_HS_21_(3.832),ORF2p_PA2_23_(3.832)"	"Q9N2J8_(3.832)"	NA	NA	NA	NA
"323"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	175	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"324"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	176	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"325"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	177	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"326"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	178	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"327"	"PXD003406"	"inflammation"	"HUVEC"	1	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3332.072	"healthy"
"328"	"PXD003406"	"inflammation"	"HUVEC"	2	1	0	0	0	"ORF1p_HS_54_(18.588)"	"ORF2p_PA2_31_(8.882)"	"0"	NA	"healthy"	3332.072	"healthy"
"329"	"PXD003406"	"inflammation"	"HUVEC"	3	1	0	0	0	"ORF1p_HS_94_(50.296)"	"ORF2p_PA2_34_(23.229)"	"0"	NA	"healthy"	3332.072	"healthy"
"330"	"PXD003406"	"inflammation"	"HUVEC"	4	1	0	0	0	"ORF1p_HS_94_(65.672)"	"0"	"0"	NA	"healthy"	3332.072	"healthy"
"331"	"PXD003406"	"inflammation"	"HUVEC"	5	1	0	0	0	"ORF1p_PA2_15_(11.744)"	"ORF2p_PA2_9_(47.368)"	"0"	NA	"healthy"	3332.072	"healthy"
"332"	"PXD003406"	"inflammation"	"HUVEC"	6	1	0	0	0	"ORF1p_HS_54_(14.925)"	"ORF2p_PA2_7_(2.062)"	"0"	NA	"healthy"	3332.072	"healthy"
"333"	"PXD003406"	"inflammation"	"HUVEC"	7	1	0	0	0	"0"	"ORF2p_HS_92_(27.123),ORF2p_HS_103_(26.942)"	"0"	NA	"healthy"	3332.072	"healthy"
"334"	"PXD003406"	"inflammation"	"HUVEC"	8	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3332.072	"healthy"
"335"	"PXD003406"	"inflammation"	"HUVEC"	9	1	0	0	0	"ORF1p_HS_96_(32.558)"	"ORF2p_HS_39_(39.583)"	"0"	NA	"healthy"	3332.072	"healthy"
"336"	"PXD003406"	"inflammation"	"HUVEC"	10	1	0	0	0	"0"	"ORF2p_HS_19_(54.564)"	"0"	NA	"healthy"	3332.072	"healthy"
"337"	"PXD003406"	"inflammation"	"HUVEC"	11	1	0	0	0	"0"	"ORF2p_HS_116_(56.25),ORF2p_HS_40_(45.163),ORF2p_HS_24_(45.163)"	"0"	NA	"healthy"	3332.072	"healthy"
"338"	"PXD003406"	"inflammation"	"HUVEC"	12	1	0	0	0	"ORF1p_HS_68_(48.34)"	"ORF2p_HS_116_(88.912),ORF2p_HS_20_(58.985),ORF2p_PA2_2_(52.11),ORF2p_HS_40_(37.578),ORF2p_PA2_13_(27.893)"	"0"	NA	"healthy"	3332.072	"healthy"
"339"	"PXD003406"	"inflammation"	"HUVEC"	13	1	0	0	0	"0"	"ORF2p_HS_116_(50.743)"	"0"	NA	"healthy"	3332.072	"healthy"
"340"	"PXD003406"	"inflammation"	"HUVEC"	14	1	0	0	0	"0"	"ORF2p_HS_85_(19.476),ORF2p_PA2_4_(15.631),ORF2p_HS_7_(13.648)"	"0"	NA	"healthy"	3332.072	"healthy"
"341"	"PXD003406"	"inflammation"	"HUVEC"	15	1	0	0	0	"ORF1p_HS_53_(17.045)"	"ORF2p_PA2_23_(91.451),ORF2p_PA2_26_(17.442),ORF2p_HS_105_(13.852),ORF2p_HS_106_(3.718)"	"0"	NA	"healthy"	3332.072	"healthy"
"342"	"PXD003406"	"inflammation"	"HUVEC"	16	1	0	0	0	"ORF1p_PA2_12_(19.355),ORF1p_HS_84_(8.957)"	"ORF2p_HS_114_(28.188),ORF2p_HS_52_(25.575),ORF2p_PA2_13_(15.074),ORF2p_HS_88_(8.957),ORF2p_HS_100_(8.133),ORF2p_HS_116_(3.562)"	"C9JL84_(4.144)"	NA	"healthy"	3332.072	"healthy"
"343"	"PXD003406"	"inflammation"	"HUVEC"	17	1	0	0	0	"ORF1p_PA2_12_(10.256)"	"ORF2p_HS_101_(18.354),ORF2p_HS_20_(8.163)"	"0"	NA	"healthy"	3332.072	"healthy"
"344"	"PXD003406"	"inflammation"	"HUVEC"	18	1	0	41.8439716312057	0	"0"	"0"	"0"	NA	"healthy"	3332.072	"healthy"
"345"	"PXD003406"	"inflammation"	"HUVEC"	19	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3332.072	"healthy"
"346"	"PXD003406"	"inflammation"	"HUVEC"	20	1	0	0	0	"ORF1p_PA2_12_(38.532)"	"ORF2p_PA2_19_(40.367),ORF2p_HS_103_(34.862),ORF2p_PA2_29_(33.333)"	"0"	NA	"healthy"	3332.072	"healthy"
"347"	"PXD003406"	"inflammation"	"HUVEC"	21	1	0	0	0	"ORF1p_PA2_12_(17.234)"	"ORF2p_HS_20_(8.584)"	"C9J7D0_(19.463)"	NA	"healthy"	3332.072	"healthy"
"348"	"PXD003406"	"inflammation"	"HUVEC"	22	1	0	78.5714285714286	0	"0"	"0"	"0"	NA	"healthy"	3332.072	"healthy"
"349"	"PXD003406"	"inflammation"	"HUVEC"	23	1	0	0	0	"ORF1p_HS_55_(27.232)"	"ORF2p_PA2_25_(29.114)"	"0"	NA	"healthy"	3332.072	"healthy"
"350"	"PXD003406"	"inflammation"	"HUVEC"	24	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3332.072	"healthy"
"351"	"PXD003406"	"inflammation"	"HUVEC"	25	1	0	0	0	"0"	"ORF2p_HS_7_(46.875),ORF2p_HS_36_(37.059)"	"0"	NA	"healthy"	3332.072	"healthy"
"352"	"PXD003406"	"inflammation"	"HUVEC"	26	1	0	0	0	"0"	"ORF2p_PA2_20_(74.138)"	"0"	NA	"healthy"	3332.072	"healthy"
"353"	"PXD003407"	"inflammation"	"HUVEC"	1	1	0	0	0	"0"	"ORF2p_HS_32_(64.423)"	"0"	NA	"healthy"	3579.686	"healthy"
"354"	"PXD003407"	"inflammation"	"HUVEC"	2	1	0	0	0	"ORF1p_HS_96_(19.5)"	"ORF2p_PA2_25_(27.554),ORF2p_HS_78_(7.794),ORF2p_HS_102_(7.39),ORF2p_HS_22_(4.422)"	"0"	NA	"healthy"	3579.686	"healthy"
"355"	"PXD003407"	"inflammation"	"HUVEC"	3	1	0	0	0	"0"	"ORF2p_PA2_4_(25.27)"	"0"	NA	"healthy"	3579.686	"healthy"
"356"	"PXD003407"	"inflammation"	"HUVEC"	4	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3579.686	"healthy"
"357"	"PXD003407"	"inflammation"	"HUVEC"	5	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	3579.686	"healthy"
